Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Freddie Lewis,F-G,29,PHW,16, , ,1.3,4.6,.284, , , ,1.3,4.6,.284,.284,0.8,0.8,.923, , , ,0.4, , , ,1.1,3.4
Ron Livingstone,C,24,TOT,54, , ,3.0,10.7,.282, , , ,3.0,10.7,.282,.282,2.3,3.3,.689, , , ,2.6, , , ,4.8,8.3
Ron Livingstone,C,24,BLB,16, , ,1.6,6.4,.245, , , ,1.6,6.4,.245,.245,2.2,2.9,.761, , , ,1.5, , , ,3.4,5.3
Ron Livingstone,C,24,PHW,38, , ,3.6,12.6,.289, , , ,3.6,12.6,.289,.289,2.3,3.4,.664, , , ,3.1, , , ,5.4,9.6
John Logan,G,29,STB,62, , ,4.0,12.2,.331, , , ,4.0,12.2,.331,.331,4.1,5.2,.783, , , ,3.9, , , ,3.3,12.2
Ray Lumpp,G,26,NYK,58, , ,1.6,4.9,.322, , , ,1.6,4.9,.322,.322,1.5,1.9,.796, , , ,1.6, , , ,2.0,4.6
Ed Macauley*,C-F,21,STB,67, , ,5.2,13.2,.398, , , ,5.2,13.2,.398,.398,5.7,7.9,.718, , , ,3.0, , , ,3.3,16.1
Johnny Macknowski,G-F,27,SYR,59, , ,2.6,7.8,.333, , , ,2.6,7.8,.333,.333,2.2,3.0,.736, , , ,1.1, , , ,2.2,7.4
John Mahnken,C,27,TOT,62, , ,2.1,8.0,.267, , , ,2.1,8.0,.267,.267,1.2,1.9,.670, , , ,1.7, , , ,3.7,5.5
John Mahnken,C,27,FTW,2, , ,1.5,4.0,.375, , , ,1.5,4.0,.375,.375,0.5,1.5,.333, , , ,1.0, , , ,4.0,3.5
John Mahnken,C,27,TRI,36, , ,2.4,8.9,.266, , , ,2.4,8.9,.266,.266,1.5,2.1,.697, , , ,1.8, , , ,4.1,6.2
John Mahnken,C,27,BOS,24, , ,1.8,7.0,.262, , , ,1.8,7.0,.262,.262,1.0,1.5,.639, , , ,1.8, , , ,3.1,4.6
John Mandic,F-C,30,TOT,25, , ,0.9,3.0,.293, , , ,0.9,3.0,.293,.293,0.9,1.3,.688, , , ,0.3, , , ,2.2,2.6
John Mandic,F-C,30,WSC,22, , ,1.0,3.0,.323, , , ,1.0,3.0,.323,.323,0.9,1.4,.667, , , ,0.3, , , ,2.1,2.8
John Mandic,F-C,30,BLB,3, , ,0.3,3.3,.100, , , ,0.3,3.3,.100,.100,0.7,0.7,1.000, , , ,0.3, , , ,2.3,1.3
Slater Martin*,PG,24,MNL,67, , ,1.6,4.5,.351, , , ,1.6,4.5,.351,.351,0.9,1.4,.634, , , ,2.2, , , ,2.4,4.0
Ariel Maughan,F,26,STB,68, , ,2.4,8.4,.279, , , ,2.4,8.4,.279,.279,2.3,3.0,.766, , , ,1.5, , , ,2.6,7.0
Matt Mazza,F,26,SHE,26, , ,1.3,4.2,.300, , , ,1.3,4.2,.300,.300,1.2,1.7,.711, , , ,1.1, , , ,1.3,3.8
Mike McCarron,G,27,TOT,8, , ,0.4,1.9,.200, , , ,0.4,1.9,.200,.200,0.4,0.6,.600, , , ,0.4, , , ,0.6,1.1
Mike McCarron,G,27,BLB,3, , ,0.3,1.7,.200, , , ,0.3,1.7,.200,.200,0.7,1.0,.667, , , ,0.3, , , ,1.7,1.3
Mike McCarron,G,27,STB,5, , ,0.4,2.0,.200, , , ,0.4,2.0,.200,.200,0.2,0.4,.500, , , ,0.4, , , ,0.0,1.0
Dick McGuire*,PG,24,NYK,68, , ,2.8,8.3,.337, , , ,2.8,8.3,.337,.337,3.0,4.6,.652, , , ,5.7, , , ,2.4,8.6
Bones McKinney,SF,31,WSC,53, , ,3.5,11.9,.296, , , ,3.5,11.9,.296,.296,2.2,2.9,.776, , , ,1.7, , , ,3.5,9.3
Mal McMullen,F-C,22,INO,58, , ,2.1,6.6,.324, , , ,2.1,6.6,.324,.324,1.3,2.4,.546, , , ,1.5, , , ,3.7,5.6
Dick Mehen,PF,27,WAT,62, , ,5.6,13.3,.420, , , ,5.6,13.3,.420,.420,3.2,4.5,.705, , , ,3.1, , , ,3.3,14.4
Ken Menke,G,27,WAT,6, , ,1.0,2.8,.353, , , ,1.0,2.8,.353,.353,0.5,1.3,.375, , , ,1.2, , , ,1.2,2.5
